,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,peanut butter,butter type_melted,baking_index
4583,0.4,18.9,590,44.0,170.0,1.0,7.99,0.46,9.0,7,15.0,1.75,1,0,0,0,0,1,5310.0
4584,0.48,2.0,640,14.0,67.0,0.9972,8.34,0.55,9.2,5,14.8,1.21,1,0,0,0,0,0,5888.0
4585,0.34,1.0,370,45.0,79.0,0.98949,7.96,0.5,11.7,8,13.2,1.77,0,0,1,1,0,1,4329.0
4586,0.31,1.5,220,11.0,82.0,0.9892,8.3,0.4,12.9,9,12.6,1.25,0,0,1,0,0,1,2838.0
4587,0.49,1.8,390,8.0,18.0,0.99344,8.39,0.56,12.4,6,14.2,1.76,0,0,1,0,0,0,4836.0
4588,0.21,1.9,640,46.0,102.0,0.9964,8.27,0.58,9.5,5,15.8,1.2,1,0,0,0,0,0,6080.0
4589,0.39,17.3,520,22.0,126.0,0.99888,8.11,0.47,9.2,8,13.0,1.08,0,0,1,0,0,1,4784.0
4590,0.26,1.5,320,35.0,100.0,0.99076,8.43,0.77,12.0,8,11.0,1.38,0,0,1,1,0,1,3840.0
4591,0.3,14.7,450,50.0,136.0,0.99704,8.14,0.37,10.6,8,13.2,1.71,0,0,1,0,0,1,4770.0
4592,0.01,3.7,640,32.0,54.0,0.99586,8.51,0.66,11.3,6,12.6,1.61,0,1,1,1,0,0,7232.0
4593,0.49,5.2,510,36.0,157.0,0.9953,8.18,0.48,10.6,8,15.8,1.82,0,0,1,1,0,1,5406.0
4594,0.29,1.3,360,25.0,68.0,0.98865,8.24,0.35,12.6,8,11.6,1.09,0,0,1,0,0,1,4536.0
4595,0.34,1.4,490,36.0,112.0,0.99091,8.02,0.5,11.0,8,13.4,1.58,0,0,1,0,0,1,5390.0
4596,0.45,1.8,640,10.0,21.0,0.99552,8.41,0.76,11.9,7,17.8,1.5,0,0,1,1,0,0,7616.0
4597,0.14,2.4,640,9.0,37.0,0.99732,8.66,0.65,9.8,5,13.0,1.55,0,1,1,0,0,0,6272.0
4598,0.3,1.8,400,43.0,179.0,0.9955,8.43,0.41,9.0,7,15.6,1.99,0,0,1,1,0,1,3600.0
4599,0.33,7.7,340,27.0,98.0,0.9935,8.18,0.41,12.2,9,16.0,1.61,0,1,1,0,0,1,4148.0
4600,0.42,6.4,570,25.0,148.0,0.9955,8.16,0.45,9.6,7,13.4,1.37,1,0,0,0,0,1,5472.0
4601,0.57,1.0,620,21.0,122.0,0.99238,8.0,0.4,9.5,7,12.8,1.05,0,0,1,0,0,1,5890.0
4602,0.36,8.0,450,28.0,123.0,0.9928,8.02,0.37,11.4,8,13.6,1.53,0,0,1,0,0,1,5130.0
4603,0.36,8.4,420,42.0,123.0,0.99473,8.34,0.52,10.9,8,13.4,1.28,0,0,1,0,0,1,4578.0
4604,0.28,11.0,400,31.0,117.0,0.99815,8.27,0.29,9.2,8,15.4,1.23,1,0,0,0,0,1,3679.9999999999995
4605,0.61,13.0,530,31.0,123.0,0.99708,8.09,0.5,9.3,8,13.0,1.17,1,0,0,0,0,1,4929.0
4606,0.29,3.0,360,17.0,117.0,0.99411,8.36,0.68,10.1,8,14.4,1.62,0,0,1,0,0,1,3636.0
4607,0.49,1.1,370,33.0,156.0,0.992,8.15,0.54,11.1,8,14.8,1.03,0,0,1,0,0,1,4107.0
4608,0.3,6.6,640,60.0,154.0,0.99478,8.1,0.4,9.4,8,12.6,1.28,0,0,1,0,0,1,6016.0
4609,0.06,2.0,630,29.0,44.0,0.99489,8.38,0.83,10.3,6,13.0,1.96,1,1,0,0,0,0,6489.0
4610,0.56,13.8,480,55.0,190.0,0.9993,8.07,0.58,9.4,8,16.8,1.81,1,0,0,0,0,1,4512.0
4611,0.2,1.4,640,7.0,31.0,0.9946,8.11,0.46,10.0,5,16.4,1.91,0,0,1,0,1,0,6400.0
4612,0.29,3.2,340,41.0,151.0,0.9912,8.35,0.58,11.6333,9,11.6,1.16,1,0,0,0,0,1,3955.322
4613,0.41,1.3,440,11.0,126.0,0.99293,8.28,0.45,10.3,7,15.0,1.44,0,0,1,0,0,1,4532.0
4614,0.3,2.2,330,39.0,107.0,0.98894,8.22,0.53,13.5,9,13.0,1.61,1,0,0,0,0,1,4455.0
4615,0.49,1.8,550,19.0,110.0,0.9946,8.33,0.44,9.9,7,15.0,1.55,0,0,1,1,0,1,5445.0
4616,0.4,11.6,320,34.0,214.0,0.9963,8.1,0.51,9.8,8,14.4,1.77,1,0,0,0,0,1,3136.0
4617,0.55,16.6,560,53.0,238.0,1.0017,7.96,0.58,8.7,8,14.8,1.63,1,0,0,0,0,1,4872.0
4618,0.0,1.2,410,16.0,46.0,0.99258,9.01,0.59,12.5,6,10.0,1.88,0,1,0,1,0,0,5125.0
4619,0.02,4.4,640,5.0,13.0,0.997,8.41,0.57,11.0,4,14.2,1.0,0,0,1,0,1,0,7040.0
4620,0.41,6.8,450,61.0,216.0,0.9952,8.09,0.46,9.4,7,12.8,1.56,0,0,1,0,0,1,4230.0
4621,0.28,14.0,530,83.0,197.0,0.9981,8.14,0.45,9.8,8,16.0,1.03,0,0,1,0,0,1,5194.0
4622,0.3,1.2,480,25.0,119.0,0.99045,8.32,0.62,11.3,8,10.6,1.43,1,0,0,0,0,1,5424.0
4623,0.11,2.7,640,6.0,31.0,0.9984,8.19,0.7,10.1,6,18.8,1.86,0,1,1,1,0,0,6464.0
4624,0.23,7.2,380,61.0,220.0,0.9952,8.14,0.35,9.5,7,13.4,1.46,0,0,1,0,0,1,3610.0
4625,0.29,6.8,200,31.0,113.0,0.99338,8.13,0.29,10.8,8,14.8,1.53,0,0,1,0,0,1,2160.0
4626,0.74,1.2,280,30.0,165.0,0.991,8.08,0.82,12.3,8,15.8,2.0,0,0,1,1,0,1,3444.0
4627,0.64,17.0,500,69.0,210.0,1.0004,8.15,0.51,9.3,9,15.8,1.83,0,0,1,1,0,1,4650.0
4628,0.27,4.2,310,20.0,80.0,0.99089,8.12,0.39,11.5,8,13.8,1.43,0,0,1,0,0,1,3565.0
4629,0.38,5.7,210,23.0,125.0,0.99338,8.13,0.62,11.1,8,15.0,1.99,0,0,1,0,0,1,2331.0
4630,0.26,6.8,490,22.0,93.0,0.9928,8.15,0.42,11.0,8,12.0,1.39,0,0,1,0,0,1,5390.0
4631,0.44,2.3,640,22.0,46.0,0.9988,8.32,0.67,9.7,6,20.2,1.72,1,0,0,0,0,0,6208.0
4632,0.0,2.2,640,7.0,14.0,0.99517,8.4,0.58,10.9,4,14.2,1.22,0,1,1,0,0,0,6976.0
4633,0.32,12.4,510,34.0,106.0,0.998,8.54,0.45,9.2,8,13.4,1.98,0,0,1,1,0,1,4692.0
4634,0.57,17.8,520,34.0,243.0,1.0007,7.98,0.82,9.0,7,17.4,1.26,0,1,1,0,0,1,4680.0
4635,0.32,1.2,410,29.0,94.0,0.98978,8.07,0.45,12.0,8,14.6,1.74,0,0,1,0,0,1,4920.0
4636,0.34,2.0,440,61.0,171.0,0.98947,8.25,0.53,13.3,9,14.4,1.69,1,0,0,0,0,1,5852.0
4637,0.38,7.9,450,54.0,208.0,0.99572,8.17,0.46,9.1,7,12.4,1.79,0,0,1,0,0,1,4095.0
4638,0.29,16.85,540,23.0,135.0,0.9998,8.16,0.38,9.0,8,15.6,1.82,1,0,0,0,0,1,4860.0
4639,0.19,1.7,200,24.0,110.0,0.9898,8.32,0.47,12.6,9,12.0,1.92,0,0,1,0,0,1,2520.0
4640,0.56,11.2,430,40.0,142.0,0.9975,8.14,0.46,8.7,7,13.8,1.19,0,1,1,0,0,1,3740.9999999999995
4641,0.26,6.8,490,22.0,93.0,0.9928,8.15,0.42,11.0,8,12.0,1.41,0,0,1,0,0,1,5390.0
4642,0.26,15.6,490,67.0,210.0,0.99907,8.06,0.68,9.5,7,14.8,1.15,1,0,0,0,0,1,4655.0
4643,0.27,2.3,510,23.0,147.0,0.994,8.23,0.67,10.3,8,12.0,1.46,0,0,1,0,0,1,5253.0
4644,0.24,3.6,570,13.0,85.0,0.9942,7.99,0.48,9.5,6,13.8,1.28,0,0,1,0,0,1,5415.0
4645,0.34,0.8,290,26.0,77.0,0.99155,8.25,0.51,10.1,8,10.4,1.44,0,0,1,1,0,1,2929.0
4646,0.78,9.9,420,21.0,251.0,0.99435,8.01,0.55,11.0,8,14.0,1.57,1,0,0,0,0,1,4620.0
4647,0.35,4.6,390,43.0,147.0,0.99216,8.18,0.4,11.0,9,12.8,1.26,0,0,1,0,0,1,4290.0
4648,0.24,1.7,520,36.0,135.0,0.99374,8.8,0.66,10.8,8,12.6,1.27,0,0,1,0,0,1,5616.0
4649,0.36,11.0,340,8.0,70.0,0.99354,8.05,0.41,12.2,8,16.0,1.53,1,0,0,0,0,1,4148.0
4650,0.29,4.2,640,12.0,16.0,0.9965,8.45,0.68,11.5,6,16.6,1.79,0,1,0,1,0,0,7360.0
4651,0.3,2.0,470,13.0,117.0,0.99152,8.16,0.51,11.6,8,13.8,1.2,0,0,1,1,0,1,5452.0
4652,0.39,1.5,540,37.0,158.0,0.9932,8.21,0.52,9.3,8,11.6,1.66,0,0,1,0,0,1,5022.0
4653,0.26,1.7,640,40.0,161.0,0.9924,8.44,0.66,11.0,7,12.4,1.13,0,0,1,0,0,1,7040.0
4654,0.31,12.9,450,55.0,161.0,0.99546,8.02,0.59,10.2,7,12.8,1.08,1,0,0,0,0,1,4590.0
4655,0.28,12.9,320,13.0,63.0,0.9932,7.99,0.43,13.0,8,15.8,1.15,1,0,0,0,0,1,4160.0
4656,0.46,3.6,640,15.0,37.0,0.9973,8.35,0.86,12.8,8,15.8,1.16,1,0,0,0,0,0,8192.0
4657,0.49,2.7,640,11.0,19.0,0.9963,8.23,0.63,11.6,7,20.0,1.95,0,1,1,0,0,0,7424.0
4658,0.23,1.9,640,10.0,18.0,0.99774,8.22,0.65,9.3,6,20.2,1.23,0,1,1,0,0,0,5952.0
4659,0.33,2.8,330,48.0,153.0,0.9899,8.15,0.38,12.7,9,14.2,1.89,0,0,1,0,0,1,4191.0
4660,0.39,1.3,510,42.0,135.0,0.9906,8.23,0.4,11.1,8,12.4,1.46,0,0,1,0,0,1,5661.0
4661,0.26,4.4,630,63.0,206.0,0.994,8.27,0.52,9.8,6,12.4,1.21,0,1,1,0,0,1,6174.0
4662,0.33,1.7,370,24.0,118.0,0.98758,8.15,0.39,13.55,8,11.0,1.46,0,1,1,1,0,1,5013.5
4663,0.41,10.8,480,55.0,149.0,0.9937,8.09,0.59,10.9667,9,12.0,1.14,0,0,1,0,0,1,5264.016
4664,0.24,17.5,440,60.0,167.0,0.9989,8.31,0.44,9.4,7,11.4,1.32,0,0,1,0,0,1,4136.0
4665,0.34,0.7,400,5.0,25.0,0.9918,8.04,0.37,10.5,6,17.0,1.72,0,0,1,0,0,1,4200.0
4666,0.38,1.3,320,29.0,112.0,0.99298,8.29,0.54,9.7,7,13.0,1.62,0,0,1,0,0,1,3104.0
4667,0.08,1.8,640,8.0,24.0,0.9978,8.48,0.53,9.0,5,14.0,1.55,0,1,1,1,0,0,5760.0
4668,0.0,2.8,640,21.0,41.0,0.99518,8.41,0.52,10.8,5,13.8,1.42,1,1,0,0,0,0,6912.0
4669,0.39,1.3,630,18.0,136.0,0.9928,8.31,0.48,10.4,9,13.8,1.39,0,0,1,0,0,1,6552.0
4670,0.16,7.9,440,48.0,197.0,0.99512,8.21,0.36,9.4,7,11.8,1.48,0,0,1,0,0,1,4136.0
4671,0.54,7.0,460,58.0,176.0,0.99454,8.19,0.7,10.4,7,12.4,1.77,0,0,1,0,0,1,4784.0
4672,0.39,14.5,510,48.0,156.0,0.99947,8.35,0.78,9.1,7,14.2,1.7,0,0,1,1,0,1,4641.0
4673,0.25,1.4,330,30.0,114.0,0.98794,8.08,0.43,13.2,8,12.0,1.16,0,0,1,0,0,1,4356.0
4674,0.24,1.7,640,18.0,34.0,0.9948,8.39,0.6,10.6,6,13.4,1.43,0,1,1,0,0,0,6784.0
4675,0.34,2.3,450,73.5,214.0,0.9934,8.18,0.61,9.9,9,14.8,1.11,0,0,1,1,0,1,4455.0
4676,0.25,14.3,440,27.0,149.0,0.998,7.91,0.46,9.2,8,14.0,1.2,0,0,1,1,0,1,4047.9999999999995
4677,0.32,3.7,170,32.0,99.0,0.99348,8.12,0.44,10.0,8,13.4,1.94,0,0,1,1,0,1,1700.0
4678,0.34,10.7,290,19.5,166.0,0.99669,8.13,0.48,10.6,7,17.8,1.52,0,0,1,0,0,1,3074.0
4679,0.12,2.1,640,14.0,24.0,0.99252,8.3,0.53,13.3,6,14.2,1.59,1,0,0,0,0,0,8512.0
4680,0.64,2.9,640,10.0,41.0,0.998,8.23,0.66,12.5,6,20.4,1.99,1,0,0,0,0,0,8000.0
4681,0.28,11.25,320,31.0,87.0,0.9922,8.02,0.38,12.4,8,13.0,1.41,0,1,1,0,0,1,3968.0
4682,0.63,11.1,390,58.0,179.0,0.9979,8.08,0.44,8.8,6,15.4,1.32,0,0,1,0,0,1,3432.0000000000005
4683,0.41,2.2,490,29.0,111.0,0.9941,7.96,0.44,10.0,7,17.2,1.62,0,0,1,0,0,1,4900.0
4684,0.27,15.8,350,46.0,188.0,0.9982,8.24,0.51,9.2,7,13.2,1.4,0,0,1,0,0,1,3219.9999999999995
4685,0.26,2.0,640,17.0,104.0,0.99584,8.28,0.52,9.9,5,14.6,1.98,1,1,0,0,0,0,6336.0
4686,0.32,1.1,310,13.0,66.0,0.9916,8.1,0.46,10.6,7,13.0,1.79,1,0,0,0,0,1,3286.0
4687,0.3,2.2,640,9.0,105.0,0.99725,8.25,1.18,10.5,6,13.8,1.68,1,1,0,0,0,0,6720.0
4688,0.52,6.2,280,37.0,104.0,0.99161,8.28,0.51,11.8,9,12.0,1.76,0,0,1,0,0,1,3304.0
4689,0.03,1.9,640,14.0,57.0,0.9969,8.37,0.46,10.3,5,15.2,1.62,0,1,1,1,0,0,6592.0
4690,0.13,5.0,280,12.0,107.0,0.99079,8.48,0.88,13.5,9,10.8,1.66,1,1,0,0,0,1,3780.0
4691,0.31,7.7,400,29.0,135.0,0.99226,8.11,0.57,12.3,7,13.8,1.26,1,0,0,0,0,1,4920.0
4692,0.39,2.5,640,29.0,48.0,0.99528,8.32,0.88,12.4,7,16.4,1.56,1,0,0,0,0,0,7936.0
4693,0.29,13.65,480,52.0,189.0,0.99784,8.0,0.6,9.5,8,13.8,1.37,1,0,0,0,0,1,4560.0
4694,0.28,11.1,630,66.0,169.0,0.9973,7.89,0.57,9.0,7,12.8,1.37,0,0,1,0,0,1,5670.0
4695,0.36,3.0,640,30.0,119.0,0.997,8.2,0.56,9.4,5,17.2,1.19,1,0,0,0,0,0,6016.0
4696,0.34,2.2,450,20.0,77.0,0.9927,8.3,0.43,10.2,7,12.6,1.58,1,0,0,0,0,1,4590.0
4697,0.39,1.8,600,21.0,55.0,0.99495,8.18,0.82,11.0,7,18.2,1.09,1,0,0,0,0,0,6600.0
4698,0.49,1.8,640,6.0,20.0,0.9977,8.18,1.06,11.0,6,20.8,1.81,0,0,1,0,0,0,7040.0
4699,0.39,2.3,480,24.0,87.0,0.99044,7.94,0.35,12.0,8,14.6,1.19,0,0,1,0,0,1,5760.0
4700,0.28,5.9,470,29.0,101.0,0.99278,8.15,0.4,11.0,8,12.8,1.47,0,0,1,0,0,1,5170.0
4701,0.0,2.3,640,15.0,33.0,0.99292,8.58,0.59,12.5,6,12.0,1.39,0,1,1,0,0,0,8000.0
4702,0.4,2.65,410,35.0,86.0,0.98916,8.11,0.39,13.3,9,13.2,1.92,1,0,0,0,0,1,5453.0
4703,0.4,6.2,400,46.0,169.0,0.9953,8.15,0.46,9.3,8,12.8,1.02,1,0,0,0,0,1,3720.0000000000005
4704,0.54,1.4,640,37.0,110.0,0.9932,8.23,0.37,8.9,8,12.4,1.81,0,0,1,1,0,1,5696.0
4705,0.49,3.8,420,26.0,105.0,0.993,8.1,0.39,10.5,7,15.8,1.63,0,0,1,0,0,1,4410.0
4706,0.33,1.8,350,42.0,148.0,0.99196,8.15,0.36,10.2,7,13.2,1.95,0,0,1,1,0,1,3569.9999999999995
4707,0.19,7.1,480,36.0,110.0,0.99438,8.26,0.41,9.5,8,11.2,1.24,0,0,1,1,0,1,4560.0
4708,0.58,12.1,460,60.0,177.0,0.9983,8.08,0.46,8.9,7,15.4,1.05,0,0,1,0,0,1,4094.0
4709,0.49,4.7,340,35.0,156.0,0.9945,8.13,0.45,9.9,8,13.4,1.63,0,0,1,0,0,1,3366.0
4710,0.39,2.3,330,29.0,102.0,0.9908,8.26,0.54,12.3,9,14.4,1.62,0,0,1,0,0,1,4059.0000000000005
4711,0.26,9.2,270,37.0,122.0,0.99228,8.06,0.34,12.5,10,14.0,1.87,0,0,1,0,0,1,3375.0
4712,0.26,3.8,640,31.0,67.0,0.99668,8.26,0.46,9.2,5,15.6,1.66,0,0,1,0,1,0,5888.0
4713,0.3,3.1,390,24.0,115.0,0.9942,8.05,0.43,8.6,7,12.6,1.37,0,0,1,0,0,1,3354.0
4714,0.32,1.7,240,26.0,102.0,0.99084,8.29,0.6,11.8,8,13.2,1.13,0,0,1,0,0,1,2832.0
4715,0.01,6.1,480,20.0,70.0,0.99362,8.19,0.42,10.0,7,12.8,1.41,0,1,1,0,0,1,4800.0
4716,0.18,2.4,640,5.5,48.0,0.99612,8.4,0.6,10.3,6,13.8,1.52,0,1,0,1,0,0,6592.0
4717,0.29,5.3,450,57.0,189.0,0.9953,8.31,0.79,9.8,7,13.2,1.93,0,0,1,0,0,1,4410.0
4718,0.38,1.5,280,36.0,117.0,0.993,8.47,0.54,9.7,8,12.4,1.55,0,0,1,1,0,1,2716.0
4719,0.27,15.5,360,31.0,134.0,0.99408,8.19,0.44,13.0,9,12.0,1.25,0,0,1,0,0,1,4680.0
4720,0.34,13.8,410,32.0,161.0,0.9981,8.13,0.4,9.9,8,17.0,1.57,0,0,1,0,0,1,4059.0
4721,0.03,2.3,590,32.0,48.0,0.9952,8.52,0.56,12.3,7,13.2,1.97,0,0,1,0,1,0,7257.0
4722,0.29,7.5,490,38.0,158.0,0.9965,8.43,0.38,9.6,7,14.6,1.45,0,0,1,0,0,1,4704.0
4723,0.47,1.2,640,28.0,105.0,0.99224,8.23,0.51,10.1,7,12.4,1.28,0,0,1,0,0,1,6464.0
4724,0.31,1.2,340,53.0,138.0,0.99084,8.38,0.35,11.5,9,12.8,1.05,0,0,1,1,0,1,3910.0
4725,0.37,1.0,360,48.0,114.0,0.9911,8.41,0.51,11.5,10,13.0,1.79,0,0,1,1,0,1,4140.0
4726,0.17,1.6,460,28.0,117.0,0.99288,8.08,0.43,10.0,7,15.2,1.32,0,0,1,0,0,1,4600.0
4727,0.37,1.9,640,17.0,29.0,0.99674,8.12,0.65,11.2,6,21.4,1.68,0,1,1,0,0,0,7168.0
4728,0.35,15.3,560,31.0,117.0,0.9998,8.27,0.5,9.6,7,15.4,1.26,0,0,1,0,0,1,5376.0
4729,0.59,2.2,640,3.0,15.0,0.9994,8.2,0.78,9.6,5,20.0,1.84,1,0,0,0,0,0,6144.0
4730,0.12,4.8,540,6.0,97.0,0.99424,8.16,0.5,9.3,7,12.4,1.95,1,0,0,0,0,1,5022.0
4731,0.42,2.0,640,7.0,20.0,0.99566,8.14,0.79,11.1,7,20.4,1.0,0,1,1,0,0,0,7104.0
4732,0.26,5.1,390,19.0,103.0,0.99478,8.36,0.47,9.3,8,11.6,1.75,0,0,1,1,0,1,3627.0000000000005
4733,0.46,2.1,640,24.0,44.0,0.99534,8.4,0.85,11.0,7,14.4,1.77,1,0,0,0,0,0,7040.0
4734,0.36,9.7,440,63.0,162.0,0.997,8.1,0.46,10.0,8,16.2,1.95,0,0,1,0,0,1,4400.0
4735,0.36,2.1,340,19.0,125.0,0.99166,7.96,0.98,12.7,8,17.6,1.97,1,0,0,0,0,1,4318.0
4736,0.14,2.2,640,27.0,60.0,0.9963,8.28,0.59,9.8,5,15.0,1.58,1,1,0,0,0,0,6272.0
4737,0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,14.8,1.06,0,0,1,1,0,1,4350.0
4738,0.34,2.3,500,4.0,8.0,0.9951,8.4,0.64,11.0,7,15.0,1.07,0,0,1,0,0,0,5500.0
4739,0.26,9.25,340,73.0,142.0,0.9945,8.05,0.37,11.4,8,17.0,1.51,0,0,1,0,0,1,3876.0
4740,0.34,1.3,550,50.0,153.0,0.9945,8.29,0.8,9.6,8,15.0,1.21,0,0,1,1,0,1,5280.0
4741,0.34,9.3,620,40.0,126.0,0.9966,8.21,0.39,9.6,7,15.2,1.06,0,0,1,1,0,1,5952.0
4742,0.28,1.4,340,26.0,109.0,0.99246,8.28,0.57,10.6,8,14.4,1.72,1,0,0,0,0,1,3604.0
4743,0.26,4.8,330,26.0,76.0,0.99076,7.98,0.49,12.3,9,15.2,1.31,0,0,1,0,0,1,4059.0000000000005
4744,0.22,8.6,480,54.0,198.0,0.9955,8.25,0.41,10.2,7,13.4,1.17,0,0,1,0,0,1,4896.0
4745,0.24,2.4,640,6.0,33.0,0.9974,8.09,0.57,9.4,5,19.8,1.04,0,1,1,1,0,0,6016.0
4746,0.29,1.6,520,34.0,127.0,0.9929,8.48,0.56,10.5,9,12.8,1.61,0,0,1,0,0,1,5460.0
4747,0.35,1.4,360,31.0,113.0,0.9912,8.16,0.48,10.8,9,14.0,1.9,0,0,1,0,0,1,3888.0000000000005
4748,0.44,2.4,610,24.0,34.0,0.99484,8.29,0.8,11.6,7,13.4,1.5,1,0,0,0,0,0,7076.0
4749,0.29,7.6,250,35.0,124.0,0.99162,8.15,0.65,12.8,9,14.0,1.01,1,0,0,0,0,1,3200.0
4750,0.23,13.7,500,49.0,197.0,0.9985,8.2,0.46,8.7,7,14.6,1.11,1,0,0,0,0,1,4350.0
4751,0.45,1.5,450,17.0,96.0,0.9917,8.13,0.39,11.0,8,15.8,1.41,0,0,1,1,0,1,4950.0
4752,0.37,0.9,490,36.0,109.0,0.99007,7.89,0.44,12.7,6,16.0,1.24,0,0,1,1,0,0,6223.0
4753,0.13,2.0,640,12.0,20.0,0.99546,8.29,0.54,10.1,5,14.4,1.68,0,1,1,1,0,0,6464.0
4754,0.34,14.4,640,35.0,189.0,0.9986,8.07,0.53,9.1,9,14.2,1.21,0,0,1,0,0,1,5824.0
4755,0.24,12.1,560,68.0,210.0,0.99718,8.05,0.5,9.5,7,14.0,1.24,0,1,1,0,0,1,5320.0
4756,0.3,1.8,450,44.0,142.0,0.9914,7.99,0.45,10.8,8,14.0,1.87,1,0,0,0,0,1,4860.0
4757,0.03,5.6,640,23.0,47.0,0.99572,8.58,0.5,11.2,4,13.0,1.34,0,0,1,0,1,0,7168.0
4758,0.17,7.6,420,69.0,219.0,0.9959,8.13,0.4,8.9,7,13.8,1.72,1,0,0,0,0,1,3738.0
4759,0.32,1.6,450,40.0,120.0,0.9914,7.98,0.44,10.5,8,14.0,1.04,0,0,1,0,0,1,4725.0
4760,0.37,0.8,270,3.0,21.0,0.9897,8.09,0.31,10.8,7,11.8,1.03,0,0,1,1,0,1,2916.0
4761,0.11,1.5,640,16.0,49.0,0.99545,8.36,0.79,9.5,5,13.6,1.97,1,1,0,0,0,0,6080.0
4762,0.15,1.8,640,13.0,20.0,0.9954,8.42,0.67,11.3,6,13.6,1.47,0,1,1,1,0,0,7232.0
4763,0.3,8.0,280,33.0,122.0,0.99164,8.13,0.63,12.6,9,13.6,1.89,1,0,0,0,0,1,3528.0
4764,0.36,2.6,290,28.0,98.0,0.99126,8.11,0.37,11.2,9,14.0,1.65,0,0,1,1,0,1,3248.0
4765,0.0,3.4,360,23.0,134.0,0.98981,8.53,0.92,13.8,8,9.4,1.36,0,1,0,1,0,1,4968.0
4766,0.38,4.7,400,27.0,103.0,0.994,8.37,0.58,10.7,8,13.6,1.55,0,0,1,0,0,1,4280.0
4767,0.35,11.1,390,29.0,198.0,0.9984,8.36,0.5,9.4,9,12.6,1.39,1,0,0,0,0,1,3666.0
4768,0.33,1.2,440,28.0,101.0,0.99035,8.03,0.43,12.5,8,16.0,1.43,0,0,1,0,0,1,5500.0
4769,0.31,6.3,340,17.0,103.0,0.99305,8.15,0.52,11.4,9,14.4,1.92,0,0,1,1,0,1,3876.0
4770,0.4,2.2,540,29.0,175.0,0.99445,8.19,0.53,9.8,7,15.2,1.83,1,0,0,0,0,1,5292.0
4771,0.46,2.1,640,6.0,10.0,0.99664,8.12,0.65,11.8,7,20.8,1.02,1,0,0,0,0,0,7552.0
4772,0.36,1.2,520,38.0,127.0,0.9933,8.04,0.54,9.2,7,13.6,1.96,0,0,1,0,0,1,4784.0
4773,0.35,7.8,480,76.0,197.0,0.9959,8.24,0.43,9.5,8,13.6,1.9,0,0,1,0,0,1,4560.0
4774,0.32,8.3,430,32.0,105.0,0.99266,8.24,0.47,11.2,8,11.2,1.56,1,0,0,0,0,1,4816.0
4775,0.28,1.8,500,21.0,127.0,0.9934,8.15,0.44,9.9,7,15.6,1.84,0,0,1,0,0,1,4950.0
4776,0.41,2.0,580,15.0,40.0,0.99414,8.22,0.6,12.2,6,18.0,1.71,0,1,1,0,0,0,7076.0
4777,0.37,3.4,230,19.0,87.0,0.9902,8.14,0.53,12.7,8,13.6,1.98,1,0,0,0,0,1,2921.0
4778,0.37,1.8,310,6.0,61.0,0.9897,8.3,0.34,12.2,6,12.6,1.24,0,0,1,0,0,1,3782.0
4779,0.05,1.9,640,24.0,42.0,0.9961,8.42,0.57,11.5,6,14.8,1.48,0,1,1,1,0,0,7360.0
4780,0.16,1.4,370,28.0,160.0,0.99167,7.95,0.45,10.6,8,13.2,1.11,0,1,1,0,0,1,3922.0
4781,0.31,3.2,300,32.0,150.0,0.99014,8.18,0.31,12.0,8,12.4,1.54,0,0,1,0,0,1,3600.0
4782,0.23,17.3,470,37.0,118.0,0.99906,8.08,0.46,8.8,8,13.2,1.49,0,0,1,0,0,1,4136.0
4783,0.01,2.0,570,15.0,33.0,0.99488,8.6,0.46,11.2,6,12.6,1.46,1,0,0,1,0,0,6384.0
4784,0.42,6.4,580,27.0,151.0,0.9954,8.16,0.44,9.6,7,13.4,1.99,1,0,0,0,0,1,5568.0
4785,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,15.2,1.93,0,0,1,0,0,1,4984.0
4786,0.31,2.9,460,40.0,121.0,0.9913,8.07,0.65,10.9,9,13.6,1.27,0,0,1,0,0,1,5014.0
4787,0.22,2.1,640,12.0,65.0,0.9967,8.29,0.51,9.2,5,16.2,1.68,1,1,0,0,0,0,5888.0
4788,0.14,2.2,380,15.0,25.0,0.99514,8.44,0.65,11.1,6,12.8,1.31,1,0,0,0,0,0,4218.0
4789,0.47,15.6,630,27.0,173.0,0.99872,8.18,0.56,9.0,7,13.2,1.42,1,0,0,0,0,1,5670.0
4790,0.45,8.0,530,52.0,196.0,0.9959,8.23,0.48,9.1,8,13.0,1.38,0,0,1,0,0,1,4823.0
4791,0.29,1.9,640,29.0,66.0,0.9971,8.45,0.59,9.5,6,15.2,1.06,0,1,1,0,0,0,6080.0
4792,0.16,6.4,370,36.0,198.0,0.9944,8.17,0.62,9.9,8,12.2,1.56,1,0,0,0,0,1,3663.0
4793,0.56,8.2,440,37.0,181.0,0.998,7.87,0.68,9.5,8,21.4,1.66,0,0,1,0,0,1,4180.0
4794,0.22,1.5,380,38.0,157.0,0.9934,8.41,0.55,9.9,8,12.8,1.18,0,0,1,0,0,1,3762.0
4795,0.08,2.1,630,42.0,52.0,0.99608,8.42,0.6,10.2,6,14.2,1.58,0,1,1,1,0,0,6426.0
